engine,index_config,scenario,w_ref,correctness,recall_at_k,leak_rate,p50_ms,p95_ms,throughput_ops_s,storage_bytes,source_class,notes
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=16,epochs=1,D=1,Nlog=20000",ingest.build,-,N/A,,,,,3073.271852652196,37322752,OBSERVED,D=1; 6.5s; 2 HNSW indexes; placement+cur tax in storage_bytes
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=16,epochs=1,D=1,Nlog=20000",retrieve.as_of_mid,G3-probe,PARTIAL,0.4133333333333333,0.0,0.7430830009980127,1.043116999790072,,,OBSERVED,ef=16 D=1 t=50
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=16,epochs=1,D=1,Nlog=20000",retrieve.as_of_now,G3-probe,PARTIAL,0.4133333333333333,0.0,0.6713750044582412,0.8015998057089745,,,OBSERVED,ef=16 D=1 t=50
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=64,epochs=1,D=1,Nlog=20000",retrieve.as_of_mid,G3-probe,PARTIAL,0.7400000000000001,0.0,0.9667910053394735,1.0327498050173745,,,OBSERVED,ef=64 D=1 t=50
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=64,epochs=1,D=1,Nlog=20000",retrieve.as_of_now,G3-probe,PARTIAL,0.7400000000000001,0.0,0.94508400070481,1.0655163991032166,,,OBSERVED,ef=64 D=1 t=50
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=256,epochs=1,D=1,Nlog=20000",retrieve.as_of_mid,G3-probe,PARTIAL,0.98,0.0,1.8518750002840534,2.317325008334592,,,OBSERVED,ef=256 D=1 t=50
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=256,epochs=1,D=1,Nlog=20000",retrieve.as_of_now,G3-probe,PARTIAL,0.98,0.0,1.9228330056648701,2.907016809331252,,,OBSERVED,ef=256 D=1 t=50
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=16,epochs=4,D=4,Nlog=20000",ingest.build,-,N/A,,,,,4740.257351629168,93192192,OBSERVED,D=4; 16.9s; 5 HNSW indexes; placement+cur tax in storage_bytes
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=16,epochs=4,D=4,Nlog=20000",retrieve.as_of_mid,G3-probe,PARTIAL,0.43666666666666676,0.0,0.8442090038442984,1.011182804359123,,,OBSERVED,ef=16 D=4 t=150
pg-partitioned,"index=hnsw-partitioned,M=16,ef_construction=64,ef_search=16,epochs=4,D=4,Nlog=20000",retrieve.as_of_now,G3-probe,PARTIAL,0.4333333333333334,0.0,0.661666999803856,0.7733838050626218,,,OBSERVED,ef=16 D=4 t=350
